ufa_player_id,norm_name,club,n_evidence,evidence
jbutrica,jake butrica,,3,city:philadelphia jersey:70 years:1
jcarreiro,jac carreiro,,3,city:boston jersey:19 years:4
jcarrico,jake carrico,,3,city:madison jersey:3 years:5
jcarrprie,james carr-pries,,3,city:toronto jersey:42 years:2
jcasas,jedi casas,,3,city:oregon jersey:0 years:1
jcaswell,joel caswell,,3,city:oregon jersey:55 years:1
jcecil,john cecil,,2,city:austin jersey:1
jcercello,joe cercello,,3,city:chicago jersey:23 years:4
jchampagn,jean-levy champagne,,2,city:montreal years:2
jcherwink,justine cherwink,,1,years:1
jcheung,justin cheung,,2,city:toronto years:2
jclarke,jimmy clarke,,3,city:philadelphia jersey:56 years:1
jclary,jacob clary,,3,city:tampa bay jersey:11 years:2
jclose,joel close,,3,city:indianapolis jersey:77 years:4
jclutton,joel clutton,,2,jersey:19;77 years:1
jclyde,john clyde,,3,city:austin jersey:25 years:3
jcohen,jesse cohen,,3,city:san diego jersey:84 years:3
jcoleman,jake coleman,,1,years:1
jconroy,jack conroy,,2,city:boston years:1
jcostello,jonathan costello,,2,city:dallas years:1
jcowan,jacob cowan,,3,city:new york jersey:24 years:2
jcretella,joey cretella,,3,city:raleigh jersey:12 years:1
jcubitt,joseph cubitt,,3,city:indianapolis jersey:1;51 years:5
jcwengros,jesse cwengros,,1,years:1
jdahl,james dahl,,2,jersey:3 years:1
jdasilva,jose dasilva,,2,city:philadelphia years:1
jdavis,jacob davis,,1,years:1
jdeamicis,jon deamicis,,3,city:dallas jersey:50 years:2
jdean,jace dean,,2,jersey:92 years:2
jdean1,jasper dean,,2,city:seattle years:1
jdelgado,jorge delgado,,2,jersey:33 years:2
jdewitt,jordan dewitt,,2,jersey:98 years:1
jdick,jason dick,,2,city:dallas years:1
jdowling,jack dowling,,2,city:austin years:2
jduennebe,jace duennebeil,,3,city:salt lake jersey:22 years:4
jdummeldi,jacob dummeldinger,,1,years:1
jduquette,jacob duquette,,3,city:montreal jersey:29 years:4
jerb,jonah erb,,2,jersey:99 years:2
jfairfax,jacob fairfax,,3,city:raleigh jersey:20 years:5
jfaries,jordan faries,,1,city:montreal
jfeagans,jayden feagans,,3,city:chicago jersey:40 years:1
jfella,jacob fella,,3,city:indianapolis jersey:52 years:1
jfey,jon fey,,3,city:atlanta jersey:42 years:1
jflowers,jacob flowers,,2,city:indianapolis years:1
jfloyd,jake floyd,,3,city:dallas jersey:0 years:2
jfranklin,james franklin,,2,jersey:84 years:3
jfroude,jay froude,,3,city:colorado jersey:2 years:6
jgabella,joshua gabella,,2,jersey:19 years:1
jgao,jeff gao,,1,years:1
jgiard,jeremie giard,,3,city:montreal jersey:62 years:3
jgolden,jonas golden,,3,city:seattle jersey:19 years:1
jgraber,josh graber,,2,jersey:5 years:1
jgraham,jeff graham,,2,city:boston jersey:85
jgreenber2,jesse greenberg,,1,jersey:4
jgu,joseph gu,,2,jersey:14 years:1
jhallett,jon hallett,,2,city:ottawa jersey:31
jhanni,john hanni,,2,jersey:19 years:2
jharris,jeremy harris,,1,years:1
jhatchett,jack hatchett,,3,city:portland jersey:27 years:1
jhau,jacky hau,,2,city:toronto jersey:15
jhavey,jack havey,,3,city:detroit jersey:26 years:6
jheglie,jackson heglie,,2,jersey:77 years:1
jhelton,jonathan helton,,2,jersey:0 years:2
jhenry,jackson henry,,1,years:1
jhess,jeremy hess,,2,jersey:3 years:2
jhighsmit,james highsmith,,2,jersey:30 years:1
jhill,jeremy hill,,3,city:ottawa;toronto jersey:95 years:2
jhoffman,jonny hoffman,,2,jersey:24 years:5
jhoffman1,jacob hoffman,,2,jersey:27 years:1
jhuang,john huang,,1,city:toronto
jhustad,jason hustad,,3,city:dallas jersey:9 years:4
jhuynh,jason huynh,,2,city:toronto jersey:83
jivey,james ivey,,1,years:1
jjahnke,jacob jahnke,,1,years:1
jjeffery,jordan jeffery,,2,city:new york years:1
jjohnson,jesse johnson,,3,city:chicago jersey:0 years:6
jjohnson1,jake johnson,,3,city:portland jersey:0 years:2
jjoshi,jack joshi,,3,city:houston jersey:27 years:1
jkaplan,jacob kaplan,,3,city:austin;boston jersey:18 years:2
jkauffman,jamie kauffman,,3,city:seattle jersey:95 years:2
jkautz,josh kautz,,1,years:2
jkeller,justin keller,,3,city:philadelphia jersey:12 years:5
jkempe,jason kempe,,2,city:indianapolis years:4
jkempe1,jack kempe,,2,city:indianapolis years:3
jkenniv,jake kenniv,,2,jersey:15 years:4
jkerr,jordan kerr,,3,city:salt lake jersey:66 years:6
jkeusch,jeremy keusch,,3,city:austin;indianapolis jersey:21 years:3
jkinde,jordan kinde,,1,years:1
jkinzel,jay kinzel,,2,jersey:3 years:1
jkittlese,james kittlesen,,2,jersey:34 years:1
jklane,josh klane,,2,jersey:29 years:6
jkloss,james kloss,,3,city:houston jersey:13 years:3
jknopf,jeremy knopf,,3,city:colorado jersey:25;78 years:6
jkrebs,jolie krebs,,2,jersey:24 years:1
jkrugler,jack krugler,,2,city:atlanta years:1
jkurmanfa,jonah kurman-faber,,3,city:boston jersey:17 years:1
jlam,jason lam,,2,city:toronto jersey:6
jlaney,john laney,,1,years:1
jlaney1,john laney,,1,years:2
jlangdon,jeremy langdon,,3,city:atlanta jersey:20 years:5
jleibfort,joe leibforth,,3,city:madison jersey:64 years:2
jlightner,joshua lightner,,3,city:dc jersey:10 years:1
jlithio,john lithio,,3,city:chicago;new york jersey:54 years:4
jlochhead,jake lochhead,,2,city:ottawa jersey:1
jlontoc,jigo lontoc,,2,jersey:67 years:1
jlouie,jacob louie,,1,years:1
jluo,justin luo,,2,city:toronto jersey:11
jlyle,jonathan lyle,,1,years:2
jmalenfan,jonah malenfant,,2,jersey:25 years:1
jmalks,jonny malks,,2,jersey:53 years:4
jmarsh1,john marsh,,3,city:chicago jersey:20 years:2
jmaskalun,jeff maskalunas,,1,city:madison
jmattes,john mattes,,1,city:seattle
jmcclean,james mcclean,,2,city:toronto years:2
jmcdonnel,john mcdonnell,,2,jersey:80 years:2
jmcguinne1,jackson mcguinness,,2,city:boston years:1
jmcgurrin,jonathan mcgurrin,,3,city:san diego jersey:41 years:1
jmckeen,jason mckeen,,1,jersey:64
jmckisic,josh mckisic,,3,city:tampa bay jersey:28 years:1
jmclaughl,jade mclaughlin,,2,jersey:14 years:1
jmecham,justin mecham,,1,years:1
jmeron,jaret meron,,2,city:toronto jersey:9
jmieser,jibran mieser,,3,city:new york jersey:66 years:1
jmills,justin mills,,1,years:1
jmolder,joe molder,,2,city:pittsburgh years:4
jmorrow,jared morrow,,1,city:toronto
jmouw,jacob mouw,,3,city:raleigh jersey:9 years:2
jmunoz,jonah munoz,,3,city:ottawa jersey:24 years:1
jmurray,jake murray,,3,city:pittsburgh jersey:14 years:2
jnethercu,jonathan nethercutt,,3,city:colorado jersey:7 years:4
jnissen,jacques nissen,,2,jersey:24 years:6
jnorden1,jeremy norden,,3,city:seattle jersey:42 years:1
jnordgren,jeff nordgren,,2,city:raleigh years:2
joravic,jeffrey oravic,,2,city:atlanta years:1
jortiz,javier ortiz,,2,jersey:9 years:1
jpadgett,josiah padgett,,2,jersey:15 years:1
jpark,jack park,,3,city:toronto jersey:66 years:2
jpatel,jup patel,,1,years:1
jpeeters,joost peeters,,1,years:1
jperez,jaime perez,,3,city:tampa bay jersey:8 years:2
jperivier,jacques perivier,,3,city:atlanta jersey:21 years:2
jperticon,justin perticone,,2,jersey:2 years:1
jpeterson,john peterson,,2,jersey:0 years:1
jpodnar,justin podnar,,3,city:toronto jersey:0 years:1
jpoe,james poe,,1,years:1
jpolk,jakeem polk,,3,city:atlanta jersey:14 years:5
jpoterack,josh poterack,,2,jersey:9 years:1
jpotts,jackson potts,,3,city:austin jersey:28 years:5
jqueckboe,jordan queckboerner,,3,city:san diego jersey:33 years:4
jrandolph,john randolph,,3,city:new york jersey:34 years:5
jrapisura,june rapisura,,2,city:seattle jersey:15
jreeves,julian reeves,,2,jersey:20 years:1
jregruth,jared regruth,,1,jersey:35
jrhyne,jordan rhyne,,2,city:philadelphia years:3
jrollins,jacob rollins,,2,city:pittsburgh years:1
jrominski,jonah rominski,,1,years:1
jrubinmil,jake rubin-miller,,3,city:chicago;madison jersey:75 years:3
jrussnogl,james russnogle,,1,years:1
jsaad,joshua saad,,1,years:1
jsalazar,jordan salazar,,2,jersey:24 years:4
jsames,jacob sames,,3,city:austin jersey:9 years:3
jsaunt,julian saunt,,2,jersey:23 years:1
jscheinbe,jared scheinberg,,1,years:1
jschmiesi,jude schmiesing,,2,city:pittsburgh years:2
jschubert,jeffery schubert,,2,city:indianapolis years:1
jsears,josef sears,,1,years:1
jsefton,joe sefton,,3,city:austin jersey:24 years:1
jshanahan,jack shanahan,,3,city:chicago jersey:7 years:6
jshelley,john shelley,,2,jersey:47 years:2
jshorey,james shorey,,2,jersey:27 years:1
jshoyer,jake shoyer,,3,city:seattle jersey:15 years:3
jsickles,john sickles,,2,city:colorado years:1
jsimonell,joe simonelli,,1,years:1
jsingleto,josh singleton,,2,jersey:14 years:1
jsnchal,julien senechal,,3,city:montreal jersey:5 years:2
jsnyder,jon snyder,,3,city:oregon;portland jersey:11 years:3
jstangosb,jonah stang-osborne,,3,city:boston jersey:15 years:2
jstearns,jackson stearns,,2,city:oakland jersey:21
jsteslick,jake steslicki,,3,city:chicago jersey:10 years:4
jstubbs,john stubbs,,2,city:atlanta years:2
jsunukjia,joseph sunukjian,,2,jersey:42 years:1
jsykora,james sykora,,3,city:madison jersey:24 years:3
jtan1,john tan,,3,city:madison jersey:49 years:6
jtapper,jason tapper,,2,city:boston years:3
jtaylor1,jake taylor,,1,jersey:0
jthorne,jake thorne,,2,jersey:16;23 years:3
jthornton,jesse thornton,,3,city:philadelphia jersey:9 years:1
jtom,jasper tom,,2,jersey:57 years:6
jtowle,jimmy towle,,3,city:pittsburgh jersey:48 years:5
jtschida,jason tschida,,2,jersey:66 years:1
jturner,josh turner,,1,city:atlanta
jvallee,jason vallee,,3,city:chicago jersey:94 years:6
jvenegas,joshua venegas,,3,city:indianapolis jersey:99 years:1
jverzuh,jack verzuh,,2,city:seattle years:1
jwahl,jake wahl,,3,city:indianapolis jersey:8 years:4
jwaite,jared waite,,1,years:1
jwashingt,justin washington,,2,city:seattle years:1
jwelkener,joseph welkener,,3,city:dallas jersey:32 years:3
jwellers,john wellers,,1,years:3
jwells,jensen wells,,3,city:salt lake jersey:23;5 years:3
jwham,jacob wham,,3,city:madison jersey:12 years:4
jwhealan,james whealan,,2,jersey:19 years:1
jwherry,jason wherry,,1,years:1
jwhite2,joe white,,3,city:chicago jersey:91 years:3
jwilliams,jack williams,,3,city:new york jersey:11 years:3
jwillison,joel willison,,3,city:chicago jersey:5 years:2
jwisner,jack wisner,,3,city:philadelphia jersey:14 years:2
jwodatch,john wodatch,,1,jersey:0
jwodatch1,jeff wodatch,,2,jersey:45 years:6
jwollin,justin wollin,,2,jersey:11 years:3
jwooldrid,jack wooldridge,,3,city:dallas jersey:89 years:3
jworthing,jake worthington,,3,city:austin jersey:81 years:6
jyaez,javier yanez,,2,jersey:70 years:1
jyanez,javier yanez,,2,jersey:70 years:1
jzdrodows,joshua zdrodowski,,2,city:austin jersey:99
jzeidman,jason zeidman,,1,jersey:21
jzhao,jeff zhao,,3,city:seattle jersey:99 years:2
jziemer,jack ziemer,,1,jersey:39
kadams,ken adams,,3,city:madison jersey:10;15 years:4
kalexande,kelsen alexander,,3,city:madison jersey:55 years:5
kallen,kiron allen,,3,city:raleigh jersey:14 years:1
kanthony,kevin anthony,,2,jersey:35 years:1
kbauer,kolbe bauer,,3,city:austin jersey:1 years:2
kblaeuer,kyle blaeuer,,2,city:oregon years:2
kcampbell,kayle campbell,,3,city:ottawa jersey:77 years:2
kcantal,kyle cantal,,3,city:ottawa jersey:88 years:1
kcard,koven card,,1,years:1
kcarroll,kegan carroll,,1,years:1
kcharnock,kieran charnock,,2,city:toronto jersey:22
kchristia,kevin christian,,3,city:portland jersey:21 years:1
kchunmoy,kainoa chun-moy,,3,city:madison;philadelphia jersey:5;93 years:4
kcombs,kaenan combs,,2,jersey:8 years:1
kconniff,kyle conniff,,3,city:madison jersey:13 years:2
kcreed,kai creed,,2,jersey:24 years:1
kdaftari,kamron daftari,,3,city:raleigh jersey:52 years:2
kdeangeli,kevin deangelis,,2,jersey:16 years:1
kdew,kyle dew,,2,jersey:98 years:1
kdreger,kyle dreger,,2,city:madison years:1
kekwurtze,karl ekwurtzel,,3,city:atlanta jersey:32 years:3
kelsalaam,khalif el-salaam,,3,city:san diego;seattle jersey:99 years:6
kfroebe,kaden froebe,,1,years:2
kfurdella,kenny furdella,,3,city:pittsburgh jersey:14 years:1
kgibson,kurt gibson,,3,city:chicago jersey:1 years:1
kgoldberg,kevin goldberg,,2,jersey:17 years:5
kgomatam,krishna gomatam,,3,city:san diego jersey:24 years:1
kgreene,ki greene,,3,city:atlanta jersey:77 years:1
kgroulx,kevin groulx,,2,city:montreal jersey:80
khancock,kyle hancock,,1,years:1
kharrison,kris harrison,,2,jersey:3 years:2
khealey,kevin healey,,2,jersey:18 years:6
khelton,kaela helton,,2,jersey:5 years:1
khenke,kyle henke,,3,city:austin jersey:23 years:5
kherrera,kevin herrera,,2,city:chicago years:1
khuang,kelvin huang,,3,city:toronto jersey:26 years:4
khuang1,kai huang,,3,city:toronto jersey:13 years:1
khunter,kyle hunter,,2,city:ottawa jersey:10
kjay,kevin jay,,3,city:toronto jersey:4 years:4
kjohnson1,kristian johnson,,2,jersey:15;6 years:5
kjohnson3,kevin johnson,shame.,1,years:1
kkawaguch,kenta kawaguchi,,2,jersey:9 years:1
kkhangaon,kushal khangaonkar,,2,jersey:6 years:2
kkhoroujn,kyra khoroujnikova,,2,jersey:22 years:1
kkingma,karl kingma,,3,city:indianapolis jersey:11 years:1
kkolafa,kyle kolafa,,1,years:2
kland,kevin land,,3,city:houston jersey:18 years:3
klaneiii,kenny lane iii,,2,city:seattle years:3
klaurence,keenan laurence,,3,city:colorado;oakland jersey:51 years:3
klew,kyle lew,,2,jersey:50 years:2
klin,kevin lin,,2,jersey:7 years:1
kmallany,kelsi mallany,,2,city:toronto years:1
kmarcus,kai marcus,,3,city:madison jersey:97 years:1
kmarshall,kai marshall,,3,city:colorado;dallas jersey:31 years:4
kmaurer,kaplan maurer,,2,jersey:2 years:2
kmccarter,keali mccarter,,3,city:oregon;portland jersey:3 years:2
kmccracke,kobi mccracken,,3,city:san diego jersey:28 years:2
kmcrae,keith mcrae,,3,city:toronto jersey:41 years:5
kmorris,kade morris,,3,city:austin jersey:45 years:2
knicholl,kevin nicholl,,3,city:pittsburgh jersey:45 years:6
knoh,ken noh,,1,years:1
knorth,keegan north,,3,city:chicago jersey:15 years:4
korser,keaton orser,,3,city:seattle jersey:6 years:1
kpettitsc,kevin pettit-scantling,,3,city:madison jersey:80 years:2
kpew,kimball pew,,2,city:salt lake years:2
kquinlan,kevin quinlan,,3,city:montreal jersey:81 years:5
kraslan,kamal raslan,,3,city:seattle jersey:36 years:2
krichards,kevin richardson,,3,city:dallas jersey:19 years:2
krobertso,khirode robertson,,3,city:ottawa jersey:8 years:1
kromard,kyle romard,,1,years:1
krubin,kyle rubin,,2,jersey:18 years:5
krutledge,kyle rutledge,,2,city:chicago years:2
kschniede,kai schniedergers,,3,city:new york jersey:58 years:1
kshin,kunwoo shin,,1,years:1
ksmart,kodi smart,,3,city:seattle jersey:2 years:1
kstaber,karl staber,,2,city:salt lake years:1
ksuelflow,kyle suelflow,,1,years:2
ksugahara,kota sugahara,,3,city:seattle jersey:74 years:1
kthiers,kaiden thiers,,2,jersey:20 years:1
ktien,kevin tien,,2,jersey:7 years:2
ktong,kevin tong,,1,jersey:13
kvanroosm,kevin van roosmalen,,2,jersey:21 years:1
kversteeg,kevin versteeg,,2,jersey:51 years:2
kvezina,kyle vezina,,1,jersey:15
kweinberg,kyle weinberg,,3,city:salt lake jersey:34 years:4
kwilliams,kelvin williams,,3,city:atlanta jersey:11 years:2
kyoung,kydan young,,2,jersey:85 years:1
lambrose,lukas ambrose,,2,city:seattle years:3
lbarry,luke barry,,2,jersey:16 years:1
lbecker,liam becker,,3,city:pittsburgh jersey:13 years:1
lbertonci,louie bertoncin,,3,city:seattle jersey:63 years:3
lbestian,liam bestian,,1,years:1
lbleers,luke bleers,,1,years:2
lblooston,leo blooston,,2,city:boston years:1
lblumenfe,lev blumenfeld,,1,years:1
lbrennan,luke brennan,,3,city:chicago jersey:74 years:2
lcall,logan call,,1,years:4
lchristie,lucius christie,,2,city:pittsburgh years:1
lclarke,logan clarke,,2,jersey:18 years:2
lcomire,luc comire,,3,city:toronto jersey:15;5 years:5
lconiaris,lucas coniaris,,3,city:indianapolis jersey:8 years:5
ldecraene,lander decraene,,3,city:boston jersey:50 years:1
ldecter,leo decter,,2,jersey:13 years:2
ldiehl,logan diehl,,2,jersey:23 years:2
levans,landon evans,,1,years:1
lfitzpatr,langley fitzpatrick,,2,city:seattle years:2
lgivol,lior givol,,1,jersey:0
lgordon,leo gordon,,2,jersey:47 years:2
lgosart,louis gosart,,1,years:2
lgovedic,luka govedic,,3,city:boston jersey:99 years:1
lgrench,lincoln grench,,2,jersey:77 years:3
lhaberfie,liam haberfield,,3,city:atlanta;new york jersey:37 years:4
lharwood,luca harwood,,2,city:boston years:4
lhenry,lucas henry,,2,jersey:82 years:2
lhuffman,luke huffman,,2,jersey:34 years:2
ljacobs,levi jacobs,,3,city:indianapolis jersey:7 years:1
ljay,liam jay,,1,years:1
lkeillor,logan keillor,,2,city:toronto years:1
lkinney,logan kinney,,1,jersey:29
llavoie,landon lavoie,,2,jersey:21 years:2
llohre,lisi lohre,,2,jersey:42 years:1
lmargison,lochlan margison,,1,years:1
lmarks,luke marks,,3,city:madison jersey:74 years:5
lmarx,leandro marx,,2,city:portland years:2
lmcclamro,lukas mcclamrock,,3,city:atlanta jersey:45;8 years:5
lmcdonald,liam mcdonald,,3,city:madison jersey:22 years:2
lmckeown,liam mckeown,,3,city:montreal jersey:69 years:2
lmonteneg,lina montenegro,,2,jersey:14 years:1
lmorse,linda morse,,2,jersey:21 years:1
lnorby,luke norby,,3,city:dallas jersey:22 years:1
lpaz,luis paz,,2,jersey:53 years:1
lpierson,leo pierson,,2,jersey:78 years:3
lpruess,logan pruess,,2,city:madison years:1
lreavy,lucas reavy,,1,years:1
lrehfuss,luke rehfuss,,2,jersey:11 years:6
lshank,landon shank,,2,jersey:4 years:1
lsovellfe,leo sovell-fernandez,,2,jersey:30 years:3
lstahl,levi stahl,,1,years:1
lstorm,lucas storm,,3,city:pittsburgh jersey:31 years:2
ltapper,levi tapper,,2,jersey:12 years:1
lthomas,luke thomas,,1,jersey:23
luhl,lawrence uhl,,1,years:1
lwarren,leo warren,,2,city:philadelphia years:1
lwebb,luke webb,,2,city:boston jersey:0
lyorgason,luke yorgason,,2,jersey:2 years:3
madams,marty adams,,2,jersey:12 years:3
magee,mathieu agee,,3,city:colorado jersey:24 years:3
mames,michael ames,,3,city:indianapolis jersey:78 years:2
marbutine,michael arbutine,,2,jersey:10;13 years:3
marmour,matthew armour,,3,city:austin jersey:50 years:6
marmstron,myles armstrong,,3,city:austin;dallas jersey:2;22 years:4
martis,martis artis,,3,city:portland jersey:98 years:3
maugersem,malik auger-semmar,,3,city:montreal jersey:71 years:3
maverill,morey averill,,3,city:philadelphia;pittsburgh jersey:14;25 years:3
mawais,muhammad awais,,2,city:oakland years:1
mbaldauf,mark baldauf,,3,city:houston jersey:26 years:3
mballman,matthew ballman,,3,city:philadelphia jersey:47 years:1
mbarowski,max barowski,,2,city:pittsburgh years:2
mbeidler,marcus beidler,,2,jersey:9 years:1
mbell,matthew bell,,2,jersey:78 years:1
mbenjemaa,munir ben jemaa,,1,years:1
mbode,matt bode,,2,jersey:79 years:1
mbrichet,melvyn brichet,,2,city:montreal years:3
mbrisbois,michael brisbois,,3,city:seattle jersey:69 years:1
mbrownlee,marques brownlee,,3,city:new york jersey:82 years:6
mbruggema,michael bruggeman,,2,jersey:28 years:1
mburton,mark burton,,2,city:seattle years:1
mbustaman,martin bustamante,,1,years:1
mbuyco,michael buyco,,3,city:seattle jersey:29 years:1
mcarpente,max carpenter,,1,years:1
mcharles,max charles,,2,city:philadelphia years:2
mchope,mace chope,,3,city:indianapolis jersey:0;11 years:3
mcombs,max combs,,1,years:1
mcooper,myles cooper,,2,city:pittsburgh years:2
mcote,michael cote,,1,years:1
mcrawford,matthew crawford,,3,city:oakland jersey:5 years:5
mcrawford1,marshall crawford,,1,years:1
mdavis,micah davis,,2,jersey:88 years:1
mdehlin,max dehlin,,2,jersey:9 years:3
mdia,moussa dia,,2,jersey:17 years:5
mdillard,michael dillard,,3,city:boston;pittsburgh jersey:65 years:6
mdinges,marshall dinges,,1,jersey:6
mdomingue,mateo dominguez,,2,jersey:24;48 years:3
mdonohue,mark donohue,,2,city:boston;colorado years:2
mdregni,marco dregni,,2,jersey:22 years:2
mdunn,melissa dunn,,2,jersey:11 years:1
meckert,manuel eckert,,3,city:seattle jersey:86 years:2
medula,mahith edula,,2,city:pittsburgh years:1
messer,matt esser,,3,city:philadelphia jersey:10 years:3
mfairley,michael fairley,,3,city:atlanta jersey:5 years:5
mfedorenk,mark fedorenko,,3,city:pittsburgh jersey:7 years:1
mfocchi,matteo focchi,,2,jersey:17 years:1
mfredrick1,marcus fredrickson,,2,jersey:1 years:1
mgaleanor,mauricio galeano rios,,1,years:1
mgallant,martin gallant,,3,city:ottawa;toronto jersey:33 years:3
mgazzerro,mark gazzerro,,2,jersey:15 years:1
mgibson,max gibson,,3,city:san diego jersey:99 years:4
mglass,mica glass,,2,city:chicago years:2
mglazer,matthew glazer,,2,city:philadelphia jersey:14
mgoderre,miguel goderre,,1,jersey:27
mgouchoeh,matt gouchoe-hanas,,3,city:raleigh jersey:21 years:3
mgubernic,matt gubernick,,3,city:chicago jersey:71 years:2
mgulbrons,matthew gulbronson,,2,city:toronto jersey:77
mgunter,matthew gunter,,1,years:1
mhanscom,max hanscom,,2,jersey:96 years:2
mhayes,michael hayes,,3,city:portland jersey:6 years:1
mhead,madison head,,2,city:atlanta years:1
mhecht,mac hecht,,2,jersey:74 years:2
mhenke,mark henke,,3,city:austin jersey:3 years:5
mhlavaty,michael hlavaty,,2,city:chicago years:1
mhuang,michael huang,,3,city:san diego jersey:3 years:2
mhume,maxwell hume,,3,city:san diego jersey:9 years:4
mhumm,michael-angelo humm,,3,city:atlanta jersey:83 years:1
mimm,matthew imm,,1,years:1
mjackson,matt jackson,,3,city:colorado jersey:6 years:5
mjaffe,matt jaffe,,3,city:chicago jersey:42 years:2
mjamison,matt jamison,,2,jersey:32 years:1
mjarriel,megan jarriel,,2,jersey:5 years:1
mjohnson1,matt johnson,,2,jersey:0 years:1
mjordan,michael jordan,,2,jersey:10 years:1
mjudeh,mohammed judeh,,2,city:tampa bay years:1
mjunga,max junga,,3,city:madison jersey:23 years:2
mkelley,mason kelley,,2,city:dallas years:1
mkissmann,matthew kissmann,,2,jersey:88 years:1
mkiyoi,michael kiyoi,,2,jersey:1 years:3
mknowles,matthew knowles,,3,city:atlanta jersey:3 years:3
mkobyra,mike kobyra,,3,city:atlanta jersey:44 years:4
mkrauss,matt krauss,,3,city:philadelphia jersey:77 years:1
mlabar,matt labar,,3,city:new york jersey:2 years:6
mladyman,mathew ladyman,,1,jersey:5
mlam,matthew lam,,3,city:toronto jersey:6 years:1
mle,martin le,,3,city:seattle jersey:0 years:2
mlee,mike lee,,2,city:ottawa jersey:8
mlin,mark lin,,3,city:new york jersey:33 years:2
mling,matthias ling,,3,city:new york jersey:84 years:2
mlittle,mat little,,2,city:boston jersey:11
mlloyd,mark lloyd,,2,city:toronto jersey:89
mlun,michael lun,,2,city:colorado years:1
mlyle,matt lyle,,3,city:houston jersey:82 years:3
mmaroon,michael maroon,,2,city:philadelphia years:2
mmarshall,malachi marshall,,2,jersey:2;22 years:5
mmastroma,mazden mastromauro,,3,city:san diego jersey:8 years:1
mmatthis,michael matthis,,3,city:austin jersey:6 years:3
mmattimor,maketa mattimore,,2,jersey:2 years:1
mmcclella,mac mcclellan,,3,city:atlanta jersey:99 years:1
mmcknight,matthew mcknight,,3,city:raleigh jersey:50 years:3
mmendelev,mark mendelevitz,,2,jersey:86 years:3
mmiller2,mike miller,,1,years:2
mmoar,merick moar,,2,jersey:23 years:1
mmontera,matthew montera,,1,years:2
mmoran,mario moran,,2,jersey:10 years:1
mneil,malachi neil,,2,jersey:18 years:3
mnelson,matt nelson,,1,years:2
mnighting,matthew nightingale,,2,jersey:0 years:4
mobrien,matt obrien,,3,city:ottawa jersey:11 years:1
molesen,maxwell olesen,,3,city:pittsburgh jersey:80 years:1
moliart,marcel oliart,,3,city:pittsburgh jersey:47 years:2
mosborne,marcel osborne,,3,city:san diego jersey:42 years:4
mpardo,michael pardo,,2,city:chicago jersey:24
mpetrovic,matej petrovic,,2,jersey:25 years:2
mpettenuz,max pettenuzzo,,3,city:toronto jersey:49 years:1
mphilipso,mark philipson,,3,city:philadelphia jersey:14 years:1
mpoe,michael poe,,3,city:atlanta jersey:69 years:2
mramstad,max ramstad,,2,city:seattle years:1
mravanell,milan ravenell,,2,jersey:89 years:3
mraymond,malachi raymond,,3,city:boston jersey:24 years:3
mrehder,matthew rehder,,3,city:seattle jersey:14;31 years:4
mreynolds,matt reynolds,,3,city:pittsburgh jersey:88 years:2
mrick,maxwell rick,,3,city:boston jersey:7 years:1
mrivas,milan rivas,,3,city:chicago jersey:27 years:6
mrodrigue,mario rodriguez,,2,jersey:74 years:1
msands,marc sands,,3,city:philadelphia jersey:41 years:3
msavage,mitchell savage,,1,years:1
msayasene,mitchell sayasene,,2,jersey:21 years:2
mscott,mo scott,,1,jersey:20
msheppard,max sheppard,,3,city:pittsburgh jersey:1 years:4
mshiu,martin shiu,,2,city:toronto years:1
msmith,matt smith,,1,years:4
msnead,michael snead,,1,years:1
msommer,morgan sommer,,2,jersey:28 years:2
msotomayo,miguel sotomayor,,1,years:1
mspanuth,malte spanuth,,3,city:atlanta jersey:31 years:1
msteiner,mitchell steiner,,2,jersey:12 years:5
mstone,mason stone,,3,city:seattle jersey:21 years:1
msutton,matthew sutton,,2,city:dallas years:2
mthahir,munis thahir,,3,city:oakland jersey:12;91 years:2
mthaw,marcus thaw,,2,jersey:66 years:2
mthomas,matt thomas,,1,years:1
mthorne,max thorne,,2,city:atlanta years:2
mtran,michael tran,,3,city:san diego jersey:21 years:5
mtrifilli,max trifillis,,3,city:philadelphia jersey:37;7 years:3
mtucker,matt tucker,,3,city:madison jersey:6;9 years:3
mturner,mark turner,,3,city:houston jersey:55 years:2
mverdugo,mario verdugo,,2,jersey:3 years:1
mwagner,micah wagner,,2,jersey:17;34 years:2
mwalter,mick walter,,2,city:austin years:6
mweaver,matthew weaver,,2,city:indianapolis years:2
mweber1,michael weber,,2,jersey:84 years:1
mweber2,mac weber,,2,city:madison years:4
mwhitton,mark whitton,,2,jersey:88 years:2
mwilbur,morgan wilbur,,3,city:portland jersey:15 years:1
mwildmann,marshall wildmann,,1,years:1
mwilken,matt wilken,,1,years:1
mwuensch,mason wuensch,,1,years:1
myorgason,mckay yorgason,,1,years:4
mzetsch,mason zetsch,,3,city:austin jersey:29 years:5
mzlatic,marijo zlatic,,2,city:toronto jersey:14
mzwerin,max zwerin,,2,jersey:13 years:1
naugust,nate august,,3,city:boston jersey:88 years:1
naustin,nathaniel austin,,3,city:dallas jersey:18 years:4
nbacker,noah backer,,3,city:boston jersey:31;5 years:3
nbanks,nick banks,,2,city:colorado years:1
nbetsch,nicholas betsch,,2,jersey:2 years:6
nbinuya,nico binuya,,2,city:seattle years:1
